MACHINE_TYPE,OPERATION,NORMALIZED_MILESTONE,NOTIFICATION_NUMBER,NOTIFICATION_DESCRIPTION,CAUSE_TEXT,BREAKDOWN_DURATION_MIN,Air_Issue_number,Air_Issue_Summary,Air_Issue_Status,ME_FUNCTIONAL_CLUSTER,B_CODE,Issue_Functional_cluster,Issue_Owner,Initiator,Solver,Leading_issue,Issue_Ownership_FC,FC_Match,Combined_FC,Artificial_Issue_Owner,Final_FC_score,Final_FC_topk,Artificial_Issue_Owner_Confidence,Order_number,Order_type,Variable_1_desc,Variable_3_desc,CC_Variable_1_desc_active,Equipment_affected_description,Bucketing_App_Owner,Order_number_norm,Functional_Cluster_Final_Owner,Final_Owner_Tier,BREAKDOWN_DURATION_HRS
NXT1980FI,M5888154_T,MS02B,211011619,Error in WS setup script,BOM is NOK,139.15,,,,003,B7 - Sequence issue,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-003,MOID,2.319166666666667
NXT1980FI,M30463950_T,MS,210813334,"SPC OOC,mKH59  LUPI. - OOC - LUPI-OOC",Latest test did not load in SPC,0,,,,IC16,B6 - MMT Support software tooling,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,0
NXT1980FI,M615532_T,MS02B,210874942,DEVIATINGDESIGN CONSTANTS FOUND,The vp check gives nondefault,0,P698111,B3 - TF FAB NXT EXE Work Center SP Workmanship issues '23,Closed,024,B3 - Procedure / process is not followed,,wolinden,robibakk,,,,FALSE,,,,,NoEvidence,210874942,Disturbance notif.,FC-024 CS,7. Structural - added to AIR,FC-024 CS,NXT4:1980FI,FC-024,210874942,FC-024,Bucketing_App_Owner,0
NXT1980FI,M477191_T_1980,MS03-06,211091418,DESM hardware failure,WS host needed reset,0,,,,015,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-015,MOID,0
NXT1980FI,M30463950_T,MS,210682685,RISA - OOC - SPC Sigma 10um,Reticle NOK,47.51666667,P538829,Remove RIAR/RISA/RITP from ATP to prevent unnecessary OOC swaps  ,Open,IC16,B4 - Defect/Incompl/Calibrate Toolcabin,FC-002,jtips,sanrar,,,FC-002 Reticle Handling; FC-004 Reticle Positioning,TRUE,FC-002 | FC-002 Reticle Handling; FC-004 Reticle Positioning,,,,,,,,,,,,,FC-002,Official_AIR,0.791944444
NXT1980FI,M301320_T,MS,210854158,RIAR - OOC - ATP - Y Range,SpC check,56.41666667,,,,008,B7 - Procedure issue,,,,,,,FALSE,,,,,NoEvidence,210854158,Disturbance notif.,FC-002 RH,6. Incident - Solved,FC-002 RH,NXT4:1980FI,FC-002,210854158,FC-002,Bucketing_App_Owner,0.9402777777777783
NXT1980FI,M15359773_T,MS02B,210790603,"IMED - OOS - X1 » MA1, MA2, MA3",IMED fiber X1 low signal,390.75,,,,031,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-031,MOID,6.5125
NXT1980FI,M2913736_T,MS,211099146,MAFF - OOS - Avg Relative Image Error im,Test does not excite X direction enough,128.9166667,P769299,MAFF OoL for the Avg. Relative Image Error improvement in X  for WSM scanning,Closed,032,B8 - Design (HW/SW),FC-032,dhoopen,trchrist,nnair,,FC-031 Stage Position Measurement; FC-032 System Dynamics,TRUE,FC-032 | FC-031 Stage Position Measurement; FC-032 System Dynamics,,,,,211099146,Disturbance notif.,FC-032 AM/DY,7. Structural - added to AIR,FC-032 AM/DY,TWINSCAN NXT:1980FI,FC-032,211099146,FC-032,Official_AIR,2.1486111111111166
NXT1980FI,NON EXECUTION- DN CREATION STEP-5L,MS14C,210854296,Lockings missing,Missing lockings,195.5166667,,,,IC16,B1 - Material Availability,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,3.2586111111111165
NXT1980FI,M6285244_T,MS03-06,210944621,NXT-Rema MK4 to MK5 swap,Rema MK4 installed,109.5833333,P610203,[XLD NXT] REMA late delivery. REMA swapped during SP,Closed,024,B1 - Material Availability,,dvanheme,dvanheme,,P707525,FC-009 Dose Control; FC-010 Illumination; FC-011 Reticle Masking,FALSE,FC-009 Dose Control; FC-010 Illumination; FC-011 Reticle Masking,FC-011,0.4801309466888794,FC-011:0.480; FC-010:0.018; FC-009:0.016,High,210944621,Disturbance notif.,FC-011 RM,7. Structural - added to AIR,FC-011 RM,NXT4:1980FI,FC-011,210944621,FC-011,Bucketing_App_Owner,1.8263888888888833
NXT1980FI,M6285244_T,MS03-06,210944621,NXT-Rema MK4 to MK5 swap,Rema MK4 installed,109.5833333,P701074,B1 - [Data Gathering] - Work Center SP Material Availability DN/MN,Open,024,B1 - Material Availability,,robibakk,robibakk,,,,FALSE,,,,,NoEvidence,210944621,Disturbance notif.,FC-011 RM,7. Structural - added to AIR,FC-011 RM,NXT4:1980FI,FC-011,210944621,FC-011,Bucketing_App_Owner,1.8263888888888833
NXT1980FI,M42897079_T,MS,211137798,EMZC/ EQSZSC - OOC - Root Mean Square -L,DN requested unknowing procedure,20.86666667,P744281,B3 - TF FAB NXT EXE Work Center SP Workmanship issues '24,Open,063,B3 - Logging redundant or unnecessary,,ppreez,mbourzgu,,,FC-028 Lot - Production Control; IC-004 Overlay Performance; IC-005 Productivity,FALSE,FC-028 Lot - Production Control; IC-004 Overlay Performance; IC-005 Productivity,IC-005,0.029753213274058124,IC-005:0.030; FC-028:0.004,Low,,,,,,,,,IC-005,Artificial_Issue_Owner,0.3477777777777783
NXT1980FI,M6320943_T,MS02B,210661512,ECAB BACK DOOR DAMAGED,ECAB BACK DOOR DAMAGED,0,P595705,ELEC panels are getting damaged during SI&P and SP.,Closed,IC16,B2 - Materials quality/ Upstream quality,FC-021,rdriesma,alexoliv,rdriesma,,,FALSE,FC-021,,,,,,,,,,,,,FC-021,Official_AIR,0
NXT1980FI,M301881_T,MS02B,210778181,MAPG.04 - OOS - Ry-Z,Shortcut in system,292.3166667,,,,015,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-015,MOID,4.871944444
NXT1980FI,M293582_T,MS02B,211082284,IP Driver - Failed - MG-2E00,Mk 2 boards NOK with system config,63.41666667,,,,010,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,211082284,Disturbance notif.,FC-012 PR/IC,,FC-012 PR/IC,NXT4:1980FI,FC-012,211082284,FC-012,Bucketing_App_Owner,1.056944444444445
NXT1980FI,M5096190_T,MS12-13,210958481,Finish last steps sequence FFAT,Sequence ATP is blocking tests,0,,,,IC16,B7 - Sequence issue,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,0
NXT1980FI,M314544_T,MS03-06,211013941,PIPC - OOS - SAXY2,PIPC NOK on SAXY2 trans1,88.3,,,,012,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-012,MOID,1.4716666666666667
NXT1980FI,M3021753_T,MS03-06,210706082,PWCV OOL - OOS - WVAC instable,WVAC-I unstable,283.95,,,,003,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-003,MOID,4.7325
NXT1980FI,M3596061_T,MS03-06,211107698,ZLPD.03 - OOS - HPD,Wafer IDs missing,126.7333333,P800097,"Incident DNs, MNs, and SOs solved by FC-007 Q3 2024",Closed,007,B9 - Process Lab,FC-007,robiburg,robiburg,,,FC-007 Level sensor,TRUE,FC-007 | FC-007 Level sensor,,,,,,,,,,,,,FC-007,Official_AIR,2.1122222222222167
NXT1980FI,M6320943_T,MS02B,210810994,No CAPA,NO CAPA,82.35,,,,IC16,B3 - No manpower,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,1.3724999999999998
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,210989744,Top module hose missing from GSU,Top module hose missing from GSU,0,P699157,B4 - Tooling not available / Defect / incomplete NXT 2023,Open,IC16,B4 - Defect/Incompl/Calibrate Toolcabin,,roverhap,thvander,,,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,FALSE,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,FC-057,0.053651589152414345,FC-057:0.054; FC-014:0.005,Low,,,,,,,,,FC-057,Artificial_Issue_Owner,0
NXT1980FI,M271767_T,MS14A,210847334,Prepship script failed,DHH NFS,305.2166667,,,,024,B3 - Procedure / process is not followed,,,,,,,FALSE,,,,,NoEvidence,210847334,Disturbance notif.,FC-027 SUS,,FC-027 SUS,NXT4:1980FI,FC-027,210847334,FC-027,Bucketing_App_Owner,5.086944444
NXT1980FI,M7158172_T,MS,210674833,Possible scratch on EPA,Scratch on EPA,0,,,,015,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-015,MOID,0
NXT1980FI,M301881_T,MS02B,211146418,HIEI - Failed - DV-004B,IBCP interpolator 1 NOK,78.23333333,P835549,[XLD NXT] IH failed on IH-1010 / Z1 encoder not working,Open,015,B8 - Design (HW/SW),FC-015,pboterma,dvanheme,sbanerj1,,FC-015 Immersion,TRUE,FC-015 | FC-015 Immersion,,,,,211146418,Disturbance notif.,FC-015 IH,6. Incident - Solved,FC-015 IH,NXT4:1980FI,FC-015,211146418,FC-015,Official_AIR,1.3038888888888884
NXT1980FI,M7409087_T,MS02B,210835699,CtPeMfmRs Sensor NOK,MFM function NOK,394.55,,,,057,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-057,MOID,6.575833333333334
NXT1980FI,M17505694_T,MS02B,210833246,Initialize WH First Time FAIL WB-2505,unclear,333.5833333,,,,001,B0 - Undefined,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-001,MOID,5.5597222222222165
NXT1980FI,M3037156_T,MS03-06,211053720,Initialization - Failed - CN-0001,GPAB NOK? probably/maybe,1768.95,,,,003,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-003,MOID,29.4825
NXT1980FI,M12427196_T,MS03-06,210897911,WHEC lift mechanism is slipping,Slipping mechanism gearbox,0,P721132,Slipping bushing on WH gearbox. ,Aborted,001,B2 - Materials quality/ Upstream quality,FC-001,julbosch,julbosch,,,,FALSE,FC-001,,,,,,,,,,,,,FC-001,Official_AIR,0
NXT1980FI,M314539_T,MS03-06,210813975,PIPC - Failed - MG-3A03,Test failing because of defect board,20.53333333,,,,012,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-012,MOID,0.34222222222222165
NXT1980FI,M4151476_T,MS12-13,211120720,LTPA - OOS - C2C Focus,Focal fine not correctly executed,495.85,P744281,B3 - TF FAB NXT EXE Work Center SP Workmanship issues '24,Open,IC01,B3 - Procedure / process is not followed,,ppreez,mbourzgu,,,FC-028 Lot - Production Control; IC-004 Overlay Performance; IC-005 Productivity,FALSE,FC-028 Lot - Production Control; IC-004 Overlay Performance; IC-005 Productivity,IC-005,0.039121549,IC-005:0.039; FC-028:0.007,Low,,,,,,,,,IC-005,Artificial_Issue_Owner,8.264166666666666
NXT1980FI,M328987_T,MS02B,211098853,Prepare SPM - chip found on E4 gridplate,Surface blemish,209.35,P477455,[XLD NXT] EPA damaged in TF,Open,031,B2 - Materials quality/ Upstream quality,FC-031,bstrik,bstrik,,,FC-031 Stage Position Measurement,TRUE,FC-031 | FC-031 Stage Position Measurement,,,,,211098853,Disturbance notif.,FC-031 SP/IF/PC,7. Structural - added to AIR,FC-031 SP/IF/PC,NXT4:1980FI,FC-031,211098853,FC-031,Official_AIR,3.4891666666666667
NXT1980FI,M16247804_T,MS,211175087,Dry PWP 40 Cycles NOK,Fiber on measure side,513.35,P819323,PWP OOS - Fibers on measure side,Open,IC03,B8 - Design (HW/SW),,rheurik,rheurik,,,FC-009 Dose Control; FC-015 Immersion; IC-003 Defectivity Performance,FALSE,FC-009 Dose Control; FC-015 Immersion; IC-003 Defectivity Performance,IC-003,0.31103005176686666,IC-003:0.311; FC-015:0.093; FC-009:0.089,High,211175087,Disturbance notif.,IC-003 PR,7. Structural - added to AIR,IC-003 PR,NXT4:1980FI,IC-003,211175087,IC-003,Bucketing_App_Owner,8.555833333333334
NXT1980FI,M17505694_T,MS02B,211011449,INITIALIZE WH - Failed - CV-2010,CRFI failed,80.2,,,,001,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-001,MOID,1.3366666666666667
NXT1980FI,M4577693_T,MS09,210853858,WHEC Cover lock stripped,Locking latch damaged by allen key,21.3,,,,001,B3 - Material damaged contaminated lost,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-001,MOID,0.35500000000000004
NXT1980FI,M23449189_T,MS,210959078,Redo PWPW 512,CDA stabilized,388.4666667,P696973,5F CDA stability NOK in 5B cabins,Open,IC03,B5 - Facility,,aibarzab,kmelis,,,,FALSE,,,,,NoEvidence,210959078,Disturbance notif.,FC-057 CT,7. Structural - added to AIR,FC-057 CT,NXT4:1980FI,FC-057,210959078,FC-057,Bucketing_App_Owner,6.474444444444449
NXT1980FI,M309258_T,MS,210679606,Init Drivers - Failed - CV-1260,Alpha patch was backed out,318.0833333,P758080,"CARM to provide a diagnostic tool to provide information regarding the status of boards/hosts/DOMO/init of its user systems (Stages, handlers, imaging)",Open,065,B8 - Design (HW/SW),FC-025,whendric,mmazza,rscheer,,,FALSE,FC-025,,,,,,,,,,,,,FC-025,Official_AIR,5.301388888888883
NXT1980FI,M309258_T,MS,210679606,Init Drivers - Failed - CV-1260,Alpha patch was backed out,318.0833333,P714366,CFRI_stages init fails on CV-1260 for  systems with AMCR MK6 and at SP36,Closed,065,B8 - Design (HW/SW),FC-025,whendric,mmazza,,P713712,,FALSE,FC-025,,,,,,,,,,,,,FC-025,Official_AIR,5.301388888888883
NXT1980FI,M309258_T,MS,210679606,Init Drivers - Failed - CV-1260,Alpha patch was backed out,318.0833333,P586310,Startup drivers fails on CV-2012 (linked to 'not logged' CV-2168),Open,065,B8 - Design (HW/SW),,dhoopen,ptrepels,ahaas,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-065,MOID,5.301388888888883
NXT1980FI,M39146115_T,MS,211236942,Waiting for SSCF FEM Results,Wrong Post Litho Option Selected,0,P480554,B9 - {DATA GATHERING} Servicelab related disturbances ,Open,009,B3 - Procedure / process is not followed,,mkandela,jvanbrie,,,,FALSE,,,,,NoEvidence,211236942,Disturbance notif.,FC-009 DC,7. Structural - added to AIR,FC-009 DC,NXT4:1980FI,FC-009,211236942,FC-009,Bucketing_App_Owner,0
NXT1980FI,M2081495_T,MS03-06,210974519,PIPC - OOS - OOL,PIPA board IMCR slot 27 defect,41.8,,,,009,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-009,MOID,0.6966666666666667
NXT1980FI,M5269324_T,MS03-06,211038545,ZLFP - Dam Delay NOK,OCAP/Procedure not followed,129.55,P705877,B3 - Work Center SP Man Power issues '23,Aborted,007,B3 - Procedure / process is not followed,,wolinden,robibakk,,,,FALSE,,,,,NoEvidence,211038545,Disturbance notif.,FC-007 LS/AG,7. Structural - added to AIR,FC-007 LS/AG,NXT4:1980FI,FC-007,211038545,FC-007,Bucketing_App_Owner,2.1591666666666667
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,210875740,Locking N.A.,Materials not delivered,0,,,,IC16,B1 - Material Availability,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,0
NXT1980FI,M456498_T,MS,211150657,SZOF - Failed - TM-0054,Ilias Reticle definition file missing,304.1666667,,,,008,B7 - Sequence issue,,,,,,,FALSE,,,,,NoEvidence,211150657,Disturbance notif.,FC-008 ZK,2. Follow-up needed,FC-008 ZK,NXT4:1980FI,FC-008,211150657,FC-008,Bucketing_App_Owner,5.069444444444451
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,210843755,REGISTRATION OPTICAL MODULE MISSING,unknown,0,,,,IC16,B7 - Sequence issue,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,0
NXT1980FI,M5096190_T,MS12-13,210991128,Facility Stop 2024,Facility STOP 2024,1400.183333,P480555,B5 - [Data Gathering] - B5 Facility Issues at TF,Aborted,IC16,B5 - Facility,,robibakk,ybosmans,,,,FALSE,,,,,NoEvidence,210991128,Disturbance notif.,IC-016 SQ,7. Structural - added to AIR,IC-016 SQ,NXT4:1980FI,IC-016,210991128,IC-016,Bucketing_App_Owner,23.336388888888834
NXT1980FI,M323757_T,MS03-06,210780326,RISA - Failed - RY-2042,Patch issue,850.1166667,P743987,RH robot and IRIS gripper crash during RISA,Closed,002,B8 - Design (HW/SW),FC-002,zakhan,adoyran,rmanjrek,P537777,FC-002 Reticle Handling; FC-004 Reticle Positioning; FC-032 System Dynamics,TRUE,FC-002 | FC-002 Reticle Handling; FC-004 Reticle Positioning; FC-032 System Dynamics,,,,,,,,,,,,,FC-002,Official_AIR,14.168611111111117
NXT1980FI,M6220180_T,MS02B,211194470,USB cable damaged from IH inspection too,Tool damaged,0,,,,015,B4 - Defect/Incompl/Calibrate Toolcabin,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-015,MOID,0
NXT1980FI,M293582_T,MS02B,210997784,GF/CT/XCHA_HUM NOK,XCHA unstable,137.35,P769154,B3 - Capa/Skills - System Integration NXT - 24Q2,Closed,010,B2 - Materials quality/ Upstream quality,,wibaselm,wibaselm,,,,FALSE,,,,,NoEvidence,210997784,Disturbance notif.,FC-057 CT,7. Structural - added to AIR,FC-057 CT,NXT4:1980FI,FC-057,210997784,FC-057,Bucketing_App_Owner,2.2891666666666666
NXT1980FI,M327432_T,MS03-06,210986704,Init intermittently fails on MG-2E00,Software related,638.55,P776480,MG-2E00 intermittent errors on multiple systems,Closed,004,B8 - Design (HW/SW),FC-024,mtonial,mtonial,ncivico,P846563,,FALSE,FC-024,,,,,,,,,,,,,FC-024,Official_AIR,10.6425
NXT1980FI,M3149947_T,MS03-06,211011410,PWWT - OOS - WP.SS2 SI in Z 9.9kHz,PWWT Controller not up to date (SP42),76.96666667,P765686,Dynamic deviations in NIMA and PWWT SS MK5.1 C1/C2 (870a & 1980F) between 9000-10000Hz,Closed,003,B8 - Design (HW/SW),FC-003,ojuanmi,ojuanmi,,P759504,FC-003 Wafer Positioning,TRUE,FC-003 | FC-003 Wafer Positioning,,,,,,,,,,,,,FC-003,Official_AIR,1.2827777777777782
NXT1980FI,M293582_T,MS02B,210806430,Init Imaging - fail - MU-9274,RAB X1 had a bended pin for motor 15,316.7333333,,,,010,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-010,MOID,5.278888888888884
NXT1980FI,M330283_T,MS03-06,211140295,WH init - Failed - CV-1152,WH init failed,425.9333333,P826026,SINGLE MOSYNC AMC MK3 (SMA3) Boot Failures and SPI Flash Corruption,Open,001,B2 - Materials quality/ Upstream quality,FC-025,whendric,shansse1,ncivico,,FC-021 Electrical layout; FC-022 Mains; FC-023 Safety; FC-024 Computer systems; FC-025 Motion control; FC-041 Stage Power Cabinets,TRUE,FC-025 | FC-021 Electrical layout; FC-022 Mains; FC-023 Safety; FC-024 Computer systems; FC-025 Motion control; FC-041 Stage Power Cabinets,,,,,,,,,,,,,FC-025,Official_AIR,7.098888888888883
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,210843220,Airshower lock mechanism is damaged,AS lock mechanism damaged,0,,,,IC16,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,0
NXT1980FI,M10745700_T,MS02B,211111058,Init IP Drivers - Failed - MG-4F00,PIPA board functioning NOK,153.85,,,,012,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-012,MOID,2.5641666666666665
NXT1980FI,M2910878_T,MS03-06,211192159,PWLV - Failed - CN-00C0,new QHA MK3 config need a patch,425.9166667,P764912,QHA MK3 firmware R10 update for AMCR and SACR racks,Open,003,B8 - Design (HW/SW),,whendric,lheinema,,P495724,,FALSE,,,,,NoEvidence,,,,,,,,,FC-003,MOID,7.098611111111117
NXT1980FI,M7409087_T,MS02B,210780059,Potential leak in the PE circuit,Valve was still open,61.7,,,,057,B3 - Procedure / process is not followed,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-057,MOID,1.0283333333333333
NXT1980FI,M3803723_T,MS02B,211107385,QUALIFY RS ENCODER  - Failed - MI-9200,Enable RS LASERS -  NOK,31.88333333,,,,031,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,211107385,Disturbance notif.,FC-031 SP/IF/PC,5. Incident,FC-031 SP/IF/PC,NXT4:1980FI,FC-031,211107385,FC-031,Bucketing_App_Owner,0.5313888888888884
NXT1980FI,M20916135_T,MS,210684742,P476526- SYCO ILIAS recovery,Failed SYCO ILIAS scan is a known proble,0,P476526,SyCo always goes into recovery during lens setup,Closed,063,B8 - Design (HW/SW),FC-063,xyang1,amirsole,sasheikh,,,FALSE,FC-063,,,,,,,,,,,,,FC-063,Official_AIR,0
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,210879136,Missing WH lockings,Missing WH lockings,0,P560186,(ASM22230) WH Mk7.1 prepack lockings (and other sets) are not delivered in a rako box,Open,IC16,B1 - Material Availability,FC-001,kduvvuru,spiresde,,,,FALSE,FC-001,,,,,,,,,,,,,FC-001,Official_AIR,0
NXT1980FI,M5888154_T,MS02B,211113705,Errors with the BOM,Wrong BOM,55.71666667,,,,003,B7 - Procedure issue,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-003,MOID,0.9286111111111116
NXT1980FI,M298080_T,MS,211106819,ODDP - OOS - Dose accuracy,Dose accuracy was OOL,97.93333333,,,,009,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-009,MOID,1.6322222222222216
NXT1980FI,M301641_T,MS03-06,211029433,REMA MK4 to MK5 swap #...,MK4 to MK5 swap,956.85,,,,015,B1 - Material Availability,,,,,,,FALSE,,,,,NoEvidence,211029433,Disturbance notif.,FC-011 RM,7. Structural - added to AIR,FC-011 RM,NXT4:1980FI,FC-011,211029433,FC-011,Bucketing_App_Owner,15.9475
NXT1980FI,M4474079_T,MS03-06,210919322,Startup drivers - Failed - MI-FD47,Startup drivers failing,0,P779826,Automatically dry SPM encoders in case of MI-FD47 caused by water droplet or make encoders water proof like 3D encoders,Open,057,B8 - Design (HW/SW),FC-031,rmeeuwis,amaas,,,,FALSE,FC-031,,,,,210919322,Disturbance notif.,FC-003 WS,,FC-003 WS,NXT4:1980FI,FC-003,210919322,FC-031,Official_AIR,0
NXT1980FI,M1092024_T,MS12-13,210891359,DIDT NOK,SL forgot to coat one wafer,728.0666667,,,,IC02,B3 - Procedure / process is not followed,,,,,,,FALSE,,,,,NoEvidence,210891359,Disturbance notif.,IC-003 PR,,IC-003 PR,NXT4:1980FI,IC-003,210891359,IC-003,Bucketing_App_Owner,12.13444444444445
NXT1980FI,M15814428_T,MS03-06,211124831,IMTS - Failed - CN-00C0,CT unstable,433.7666667,P797085,Temperature stability indicator display for IMTS,Open,031,B8 - Design (HW/SW),FC-031,rmeeuwis,trchrist,ekucukog,,FC-031 Stage Position Measurement; FC-032 System Dynamics,TRUE,FC-031 | FC-031 Stage Position Measurement; FC-032 System Dynamics,,,,,211124831,Disturbance notif.,FC-031 SP/IF/PC,7. Structural - added to AIR,FC-031 SP/IF/PC,NXT4:1980FI,FC-031,211124831,FC-031,Official_AIR,7.229444444
NXT1980FI,M325714_T,MS02B,211160537,QRLP - Failed - WP-2C1D,RS BM alignment failed,565.6,,,,004,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,211160537,Disturbance notif.,FC-004 RS,5. Incident,FC-004 RS,NXT4:1980FI,FC-004,211160537,FC-004,Bucketing_App_Owner,9.426666666666668
NXT1980FI,M2556741_P,MS14C,211164508,WH seal damaged,No clue where/when this happens,0,P621449,BROKEN FRAME DUV STRIP WH BF ASSY,Open,001,B2 - Materials quality/ Upstream quality,FC-001,maalpe,spirbux,,,,FALSE,FC-001,,,,,,,,,,,,,FC-001,Official_AIR,0
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,211230034,Senior Meeting,Senior meeting,0,P804089,B3 - No manpower - Fixed NXT Prepack 2024,Open,IC16,B3 - No manpower,,micwille,mthijss2,,,IC-016 Sequence integration; None No functions,FALSE,IC-016 Sequence integration; None No functions,IC-016,0.022033313601178384,IC-016:0.022,Low,,,,,,,,,IC-016,Artificial_Issue_Owner,0
NXT1980FI,M6320943_T,MS02B,210767269,SAP NOK,Cant finish step in POD,19.93333333,,,,IC16,B6 - MMT Support software tooling,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,0.3322222222222217
NXT1980FI,M330310_T,MS03-06,211125029,K1 K2 Interlock NOK,K1 K2 Interlock NOK,309.5833333,,,,001,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-001,MOID,5.159722222222216
NXT1980FI,M477191_T_1980,MS03-06,211129152,HIHT - Failed - CN-00C0,HIHT failed because of the hanging,4210.233333,P814764,[XLD NXT] HIHT failed on CN-00C0,Aborted,015,B8 - Design (HW/SW),,robiburg,dvanheme,,P846563,FC-007 Level sensor,FALSE,FC-007 Level sensor,FC-007,0.068129617,FC-007:0.068,Low,,,,,,,,,FC-007,Artificial_Issue_Owner,70.17055556
NXT1980FI,M477191_T_1980,MS03-06,211129152,HIHT - Failed - CN-00C0,HIHT failed because of the hanging,4210.233333,P802111,[XLD NXT] Failed init due to MG-2E00 in multiple flavors,Open,015,B8 - Design (HW/SW),,whendric,hreuver,egendy,P846563,,FALSE,,,,,NoEvidence,,,,,,,,,FC-015,MOID,70.17055556
